Player,Nation,Pos,Squad,Comp,Age,MP,Starts,Min,90s,Ast,xAG,KP,PrgP,TB,Crs,CK,Succ,Att_stats_possession,PrgR,SCA90,GCA90,Tkl,TklW,Int,Blocks_stats_defense,Clr,Err,Ast_p90,xAG_p90,KP_p90,PrgP_p90,TB_p90,Crs_p90,CK_p90,Succ_p90,Att_stats_possession_p90,PrgR_p90,Tkl_p90,TklW_p90,Int_p90,Blocks_stats_defense_p90,Clr_p90,Err_p90
Mory Gbane,ci CIV,"DF,MF",Reims,fr Ligue 1,23.0,13,13,1125,12.5,1,0.6,7,35,3,2,0,5,7,9,1.44,0.08,20,11,18,12,90,1,0.08,0.048,0.56,2.8,0.24,0.16,0.0,0.4,0.56,0.72,1.6,0.88,1.44,0.96,7.2,0.08
Lutsharel Geertruida,nl NED,DF,RB Leipzig,de Bundesliga,24.0,24,17,1557,17.3,0,1.0,10,93,1,13,0,7,14,34,1.45,0.06,35,24,16,15,59,4,0.0,0.058,0.578,5.376,0.058,0.751,0.0,0.405,0.809,1.965,2.023,1.387,0.925,0.867,3.41,0.231
Valentin Gendrey,fr FRA,DF,Hoffenheim,de Bundesliga,24.0,22,14,1414,15.7,1,1.8,16,49,0,51,0,3,11,86,2.36,0.25,30,12,15,19,53,0,0.064,0.115,1.019,3.121,0.0,3.248,0.0,0.191,0.701,5.478,1.911,0.764,0.955,1.21,3.376,0.0
Yannick Gerhardt,de GER,"MF,DF",Wolfsburg,de Bundesliga,30.0,29,15,1518,16.9,1,0.2,4,57,1,24,1,1,8,63,1.72,0.12,28,16,17,32,47,0,0.059,0.012,0.237,3.373,0.059,1.42,0.059,0.059,0.473,3.728,1.657,0.947,1.006,1.893,2.781,0.0
Max Geschwill,de GER,DF,Holstein Kiel,de Bundesliga,23.0,19,13,1282,14.2,2,0.8,10,58,0,10,0,2,5,16,1.68,0.14,26,21,30,14,53,1,0.141,0.056,0.704,4.085,0.0,0.704,0.0,0.141,0.352,1.127,1.831,1.479,2.113,0.986,3.732,0.07
Daniele Ghilardi,it ITA,DF,Hellas Verona,it Serie A,21.0,24,21,2029,22.5,0,0.2,6,57,1,10,0,2,9,7,0.71,0.04,44,29,30,29,106,0,0.0,0.009,0.267,2.533,0.044,0.444,0.0,0.089,0.4,0.311,1.956,1.289,1.333,1.289,4.711,0.0
Lautaro Gianetti,ar ARG,DF,Udinese,it Serie A,30.0,15,11,878,9.8,0,0.1,2,19,0,0,0,0,2,3,0.41,0.0,22,10,15,20,49,1,0.0,0.01,0.204,1.939,0.0,0.0,0.0,0.0,0.204,0.306,2.245,1.02,1.531,2.041,5.0,0.102
Dimitris Giannoulis,gr GRE,DF,Augsburg,de Bundesliga,28.0,31,31,2650,29.4,4,4.2,42,104,2,120,13,29,82,164,2.58,0.2,47,32,47,49,75,0,0.136,0.143,1.429,3.537,0.068,4.082,0.442,0.986,2.789,5.578,1.599,1.088,1.599,1.667,2.551,0.0
Samuel Gigot,fr FRA,DF,Lazio,it Serie A,30.0,15,7,683,7.6,0,0.0,0,12,0,0,0,1,2,5,0.79,0.13,4,3,13,8,36,0,0.0,0.0,0.0,1.579,0.0,0.0,0.0,0.132,0.263,0.658,0.526,0.395,1.711,1.053,4.737,0.0
Mario Gila,es ESP,DF,Lazio,it Serie A,23.0,32,31,2741,30.5,0,0.6,15,157,4,6,0,4,15,12,1.25,0.03,55,37,28,20,115,4,0.0,0.02,0.492,5.148,0.131,0.197,0.0,0.131,0.492,0.393,1.803,1.213,0.918,0.656,3.77,0.131
Benedikt Gimber,de GER,DF,Heidenheim,de Bundesliga,27.0,32,32,2671,29.7,0,0.3,3,46,0,3,0,8,16,8,0.51,0.03,72,46,31,53,131,1,0.0,0.01,0.101,1.549,0.0,0.101,0.0,0.269,0.539,0.269,2.424,1.549,1.044,1.785,4.411,0.034
Matthias Ginter,de GER,DF,Freiburg,de Bundesliga,30.0,32,28,2561,28.5,1,0.7,9,113,2,13,0,4,6,16,0.95,0.14,30,17,19,35,146,5,0.035,0.025,0.316,3.965,0.07,0.456,0.0,0.14,0.211,0.561,1.053,0.596,0.667,1.228,5.123,0.175
Saba Goglichidze,ge GEO,DF,Empoli,it Serie A,20.0,33,29,2539,28.2,1,0.3,3,45,0,5,0,4,10,9,0.46,0.07,64,37,33,36,97,3,0.035,0.011,0.106,1.596,0.0,0.177,0.0,0.142,0.355,0.319,2.27,1.312,1.17,1.277,3.44,0.106
Edoardo Goldaniga,it ITA,DF,Como,it Serie A,30.0,32,28,2532,28.1,0,0.3,4,81,0,9,0,3,7,8,0.89,0.11,34,21,33,21,102,3,0.0,0.011,0.142,2.883,0.0,0.32,0.0,0.107,0.249,0.285,1.21,0.747,1.174,0.747,3.63,0.107
Rodrigo Gomes,pt POR,"DF,FW",Wolves,eng Premier League,21.0,25,7,810,9.0,0,0.9,12,27,1,23,1,5,15,81,2.45,0.11,23,15,7,8,20,1,0.0,0.1,1.333,3.0,0.111,2.556,0.111,0.556,1.667,9.0,2.556,1.667,0.778,0.889,2.222,0.111
Toti Gomes,pt POR,DF,Wolves,eng Premier League,25.0,31,30,2614,29.0,1,0.9,9,86,0,13,0,20,32,18,0.72,0.03,61,43,25,29,152,5,0.034,0.031,0.31,2.966,0.0,0.448,0.0,0.69,1.103,0.621,2.103,1.483,0.862,1.0,5.241,0.172
Joe Gomez,eng ENG,DF,Liverpool,eng Premier League,27.0,9,6,519,5.8,0,0.1,2,35,1,2,0,0,0,2,0.87,0.17,13,10,7,9,20,2,0.0,0.017,0.345,6.034,0.172,0.345,0.0,0.0,0.0,0.345,2.241,1.724,1.207,1.552,3.448,0.345
Sergi Gómez,es ESP,DF,Espanyol,es La Liga,32.0,12,6,664,7.4,0,0.0,0,8,0,1,0,0,0,1,0.54,0.0,8,5,7,12,38,0,0.0,0.0,0.0,1.081,0.0,0.135,0.0,0.0,0.0,0.135,1.081,0.676,0.946,1.622,5.135,0.0
Sergio Gómez,es ESP,"MF,DF",Real Sociedad,es La Liga,23.0,37,31,2738,30.4,5,8.9,56,93,1,231,133,22,51,154,3.35,0.33,71,39,19,44,30,2,0.164,0.293,1.842,3.059,0.033,7.599,4.375,0.724,1.678,5.066,2.336,1.283,0.625,1.447,0.987,0.066
Leon Goretzka,de GER,"MF,DF",Bayern Munich,de Bundesliga,29.0,26,13,1325,14.7,1,1.7,12,127,5,5,0,7,8,28,1.9,0.14,21,11,20,27,25,1,0.068,0.116,0.816,8.639,0.34,0.34,0.0,0.476,0.544,1.905,1.429,0.748,1.361,1.837,1.701,0.068
Andoni Gorosabel,es ESP,DF,Athletic Club,es La Liga,27.0,20,17,1485,16.5,2,1.8,15,51,0,41,0,7,14,59,1.94,0.12,47,28,18,18,62,0,0.121,0.109,0.909,3.091,0.0,2.485,0.0,0.424,0.848,3.576,2.848,1.697,1.091,1.091,3.758,0.0
Robin Gosens,de GER,DF,Fiorentina,it Serie A,30.0,31,28,2434,27.0,5,2.4,27,102,1,63,0,4,10,91,2.36,0.5,56,31,18,34,91,0,0.185,0.089,1.0,3.778,0.037,2.333,0.0,0.148,0.37,3.37,2.074,1.148,0.667,1.259,3.37,0.0
Jeffrey Gouweleeuw,nl NED,DF,Augsburg,de Bundesliga,33.0,33,33,2944,32.7,4,2.2,14,142,3,17,0,7,12,19,1.04,0.15,50,28,35,34,183,0,0.122,0.067,0.428,4.343,0.092,0.52,0.0,0.214,0.367,0.581,1.529,0.856,1.07,1.04,5.596,0.0
Jonathan Gradit,fr FRA,DF,Lens,fr Ligue 1,31.0,25,24,2112,23.5,0,0.7,11,127,2,10,0,3,9,4,1.07,0.0,44,23,25,27,122,2,0.0,0.03,0.468,5.404,0.085,0.426,0.0,0.128,0.383,0.17,1.872,0.979,1.064,1.149,5.191,0.085
Archie Gray,eng ENG,"DF,MF",Tottenham,eng Premier League,18.0,28,19,1751,19.5,0,0.1,3,40,1,17,4,7,13,17,0.31,0.0,16,8,19,22,50,2,0.0,0.005,0.154,2.051,0.051,0.872,0.205,0.359,0.667,0.872,0.821,0.41,0.974,1.128,2.564,0.103
Jacob Greaves,eng ENG,DF,Ipswich Town,eng Premier League,23.0,25,25,2205,24.5,0,0.3,5,69,0,1,0,4,6,11,0.82,0.04,40,21,21,41,148,3,0.0,0.012,0.204,2.816,0.0,0.041,0.0,0.163,0.245,0.449,1.633,0.857,0.857,1.673,6.041,0.122
Álex Grimaldo,es ESP,DF,Leverkusen,de Bundesliga,28.0,32,31,2636,29.3,7,8.1,73,160,4,217,105,20,50,252,4.4,0.38,24,14,16,22,43,3,0.239,0.276,2.491,5.461,0.137,7.406,3.584,0.683,1.706,8.601,0.819,0.478,0.546,0.751,1.468,0.102
Pascal Groß,de GER,"MF,DF",Dortmund,de Bundesliga,33.0,30,28,2327,25.9,9,5.1,57,178,3,174,98,3,9,122,3.71,0.66,44,28,9,46,30,1,0.347,0.197,2.201,6.873,0.116,6.718,3.784,0.116,0.347,4.71,1.699,1.081,0.347,1.776,1.158,0.039
Nemanja Gudelj,rs SRB,"MF,DF",Sevilla,es La Liga,32.0,31,27,2493,27.7,1,0.6,14,64,1,31,23,6,9,5,1.23,0.07,42,24,27,27,94,1,0.036,0.022,0.505,2.31,0.036,1.119,0.83,0.217,0.325,0.181,1.516,0.866,0.975,0.975,3.394,0.036
Gabriel Gudmundsson,se SWE,DF,Lille,fr Ligue 1,25.0,30,20,1785,19.8,0,1.4,16,91,1,59,4,20,51,115,1.51,0.0,36,25,17,19,41,3,0.0,0.071,0.808,4.596,0.051,2.98,0.202,1.01,2.576,5.808,1.818,1.263,0.859,0.96,2.071,0.152
Marc Guéhi,eng ENG,DF,Crystal Palace,eng Premier League,24.0,34,34,3059,34.0,2,1.8,16,134,7,13,0,12,15,10,1.29,0.15,61,34,28,55,163,2,0.059,0.053,0.471,3.941,0.206,0.382,0.0,0.353,0.441,0.294,1.794,1.0,0.824,1.618,4.794,0.059
Raphaël Guerreiro,pt POR,"DF,MF",Bayern Munich,de Bundesliga,30.0,23,19,1572,17.5,4,2.9,27,85,8,27,5,10,20,126,3.09,0.57,19,12,10,9,19,1,0.229,0.166,1.543,4.857,0.457,1.543,0.286,0.571,1.143,7.2,1.086,0.686,0.571,0.514,1.086,0.057
Frederic Guilbert,fr FRA,DF,Lecce,it Serie A,29.0,31,31,2435,27.1,1,1.8,19,88,4,54,1,18,37,45,1.66,0.07,65,36,47,28,113,3,0.037,0.066,0.701,3.247,0.148,1.993,0.037,0.664,1.365,1.661,2.399,1.328,1.734,1.033,4.17,0.111
Christian Günter,de GER,DF,Freiburg,de Bundesliga,31.0,29,27,2314,25.7,2,2.5,28,52,2,121,35,3,9,109,2.06,0.16,23,21,8,24,50,1,0.078,0.097,1.089,2.023,0.078,4.708,1.362,0.117,0.35,4.241,0.895,0.817,0.311,0.934,1.946,0.039
Malo Gusto,fr FRA,DF,Chelsea,eng Premier League,21.0,32,19,1862,20.7,1,1.4,22,119,2,53,0,4,16,85,2.8,0.19,45,29,24,29,49,5,0.048,0.068,1.063,5.749,0.097,2.56,0.0,0.193,0.773,4.106,2.174,1.401,1.159,1.401,2.367,0.242
Miguel Gutiérrez,es ESP,"DF,MF",Girona,es La Liga,23.0,29,29,2458,27.3,5,4.1,41,103,4,153,22,29,55,199,2.71,0.29,37,24,16,17,34,3,0.183,0.15,1.502,3.773,0.147,5.604,0.806,1.062,2.015,7.289,1.355,0.879,0.586,0.623,1.245,0.11
Joško Gvardiol,hr CRO,DF,Manchester City,eng Premier League,22.0,37,36,3277,36.4,0,2.1,26,264,6,22,0,25,43,121,2.09,0.19,58,39,44,42,122,8,0.0,0.058,0.714,7.253,0.165,0.604,0.0,0.687,1.181,3.324,1.593,1.071,1.209,1.154,3.352,0.22
Emmanuel Gyasi,gh GHA,"DF,FW",Empoli,it Serie A,30.0,37,37,3217,35.7,1,0.7,17,53,2,37,0,20,35,108,1.12,0.14,52,29,11,27,77,0,0.028,0.02,0.476,1.485,0.056,1.036,0.0,0.56,0.98,3.025,1.457,0.812,0.308,0.756,2.157,0.0
Janik Haberer,de GER,"MF,DF",Union Berlin,de Bundesliga,30.0,28,21,1696,18.8,0,0.8,7,59,1,15,0,2,6,22,1.8,0.05,39,29,17,16,37,0,0.0,0.043,0.372,3.138,0.053,0.798,0.0,0.106,0.319,1.17,2.074,1.543,0.904,0.851,1.968,0.0
Massadio Haïdara,ml MLI,DF,Brest,fr Ligue 1,31.0,22,20,1678,18.6,0,0.5,8,77,1,49,0,15,28,76,1.66,0.05,27,16,26,18,73,0,0.0,0.027,0.43,4.14,0.054,2.634,0.0,0.806,1.505,4.086,1.452,0.86,1.398,0.968,3.925,0.0
Antoine Hainaut,fr FRA,"DF,FW",Parma,it Serie A,22.0,25,10,1206,13.4,0,1.0,9,34,0,26,1,13,27,37,1.42,0.15,26,14,15,17,59,1,0.0,0.075,0.672,2.537,0.0,1.94,0.075,0.97,2.015,2.761,1.94,1.045,1.119,1.269,4.403,0.075
Achraf Hakimi,ma MAR,DF,Paris S-G,fr Ligue 1,25.0,25,24,2066,23.0,6,6.2,50,183,2,80,4,26,52,274,4.53,0.48,48,36,31,25,18,3,0.261,0.27,2.174,7.957,0.087,3.478,0.174,1.13,2.261,11.913,2.087,1.565,1.348,1.087,0.783,0.13
Lewis Hall,eng ENG,DF,Newcastle Utd,eng Premier League,19.0,27,24,2189,24.3,4,4.3,34,123,4,110,55,11,21,80,2.59,0.25,58,41,18,33,75,3,0.165,0.177,1.399,5.062,0.165,4.527,2.263,0.453,0.864,3.292,2.387,1.687,0.741,1.358,3.086,0.123
Andreas Hanche-Olsen,no NOR,DF,Mainz 05,de Bundesliga,27.0,22,12,1284,14.3,1,0.3,3,34,0,1,0,1,1,5,0.35,0.07,21,13,12,25,85,2,0.07,0.021,0.21,2.378,0.0,0.07,0.0,0.07,0.07,0.35,1.469,0.909,0.839,1.748,5.944,0.14
Florent Hanin,dz ALG,DF,Angers,fr Ligue 1,34.0,33,31,2672,29.7,2,1.9,25,99,2,107,0,11,23,108,2.02,0.3,69,48,47,31,99,2,0.067,0.064,0.842,3.333,0.067,3.603,0.0,0.37,0.774,3.636,2.323,1.616,1.582,1.044,3.333,0.067
Ridgeciano Haps,sr SUR,DF,Venezia,it Serie A,31.0,25,14,1369,15.2,1,0.7,7,52,0,26,0,5,15,47,1.31,0.13,30,16,7,18,48,0,0.066,0.046,0.461,3.421,0.0,1.711,0.0,0.329,0.987,3.092,1.974,1.053,0.461,1.184,3.158,0.0
Taylor Harwood-Bellis,eng ENG,DF,Southampton,eng Premier League,22.0,34,32,2825,31.4,0,1.0,14,125,3,10,0,3,3,9,1.18,0.06,28,20,30,65,141,6,0.0,0.032,0.446,3.981,0.096,0.318,0.0,0.096,0.096,0.287,0.892,0.637,0.955,2.07,4.49,0.191
Hans Hateboer,nl NED,DF,Rennes,fr Ligue 1,30.0,26,18,1684,18.7,0,1.5,15,92,0,33,0,6,10,63,1.6,0.11,31,16,29,19,64,2,0.0,0.08,0.802,4.92,0.0,1.765,0.0,0.321,0.535,3.369,1.658,0.856,1.551,1.016,3.422,0.107
Jan Paul van Hecke,nl NED,DF,Brighton,eng Premier League,24.0,34,33,2958,32.9,1,1.5,15,228,4,11,0,5,11,5,1.58,0.09,45,29,24,37,142,2,0.03,0.046,0.456,6.93,0.122,0.334,0.0,0.152,0.334,0.152,1.368,0.881,0.729,1.125,4.316,0.061
Ramon Hendriks,nl NED,DF,Stuttgart,de Bundesliga,23.0,25,10,1154,12.8,1,1.0,6,36,0,12,0,5,9,22,1.01,0.16,20,9,19,15,63,0,0.078,0.078,0.469,2.812,0.0,0.938,0.0,0.391,0.703,1.719,1.562,0.703,1.484,1.172,4.922,0.0
Benjamin Henrichs,de GER,DF,RB Leipzig,de Bundesliga,27.0,15,10,935,10.4,2,1.4,11,29,1,19,0,9,13,55,1.93,0.39,32,16,15,22,33,0,0.192,0.135,1.058,2.788,0.096,1.827,0.0,0.865,1.25,5.288,3.077,1.538,1.442,2.115,3.173,0.0
Luis Henrique,br BRA,"DF,FW",Marseille,fr Ligue 1,22.0,33,29,2613,29.0,7,4.2,53,143,2,97,8,51,91,280,3.62,0.52,16,9,10,15,30,0,0.241,0.145,1.828,4.931,0.069,3.345,0.276,1.759,3.138,9.655,0.552,0.31,0.345,0.517,1.034,0.0
Javi Hernández,es ESP,DF,Leganés,es La Liga,26.0,31,27,2389,26.5,1,1.5,17,80,1,52,4,16,29,90,1.54,0.11,26,15,23,25,98,0,0.038,0.057,0.642,3.019,0.038,1.962,0.151,0.604,1.094,3.396,0.981,0.566,0.868,0.943,3.698,0.0
Aridane Hernández,es ESP,DF,Rayo Vallecano,es La Liga,35.0,14,11,1025,11.4,0,0.0,2,38,0,0,0,3,6,0,0.79,0.0,13,11,6,10,99,2,0.0,0.0,0.175,3.333,0.0,0.0,0.0,0.263,0.526,0.0,1.14,0.965,0.526,0.877,8.684,0.175
Lucas Hernández,fr FRA,DF,Paris S-G,fr Ligue 1,28.0,16,10,877,9.7,0,0.1,1,50,1,2,0,2,3,4,1.13,0.0,24,18,7,12,37,2,0.0,0.01,0.103,5.155,0.103,0.206,0.0,0.206,0.309,0.412,2.474,1.856,0.722,1.237,3.814,0.206
Theo Hernández,fr FRA,DF,Milan,it Serie A,26.0,33,30,2696,30.0,3,4.7,47,132,4,111,75,24,55,148,3.57,0.4,36,28,17,25,75,3,0.1,0.157,1.567,4.4,0.133,3.7,2.5,0.8,1.833,4.933,1.2,0.933,0.567,0.833,2.5,0.1
Jorge Herrando,es ESP,DF,Osasuna,es La Liga,23.0,18,15,1366,15.2,0,0.0,0,38,0,2,0,1,1,1,0.86,0.0,17,11,12,20,65,2,0.0,0.0,0.0,2.5,0.0,0.132,0.0,0.066,0.066,0.066,1.118,0.724,0.789,1.316,4.276,0.132
Juan Herzog,es ESP,DF,Las Palmas,es La Liga,21.0,19,15,1315,14.6,0,0.0,0,27,0,0,0,0,2,1,0.21,0.0,12,12,18,17,86,0,0.0,0.0,0.0,1.849,0.0,0.0,0.0,0.0,0.137,0.068,0.822,0.822,1.233,1.164,5.89,0.0
Isak Hien,se SWE,DF,Atalanta,it Serie A,25.0,30,27,2327,25.9,0,0.1,2,51,0,1,0,6,11,3,0.19,0.04,48,28,31,31,82,2,0.0,0.004,0.077,1.969,0.0,0.039,0.0,0.232,0.425,0.116,1.853,1.081,1.197,1.197,3.166,0.077
Omar El Hilali,ma MAR,DF,Espanyol,es La Liga,20.0,36,36,3153,35.0,2,0.8,8,84,1,57,0,17,29,61,0.8,0.09,111,79,46,53,145,2,0.057,0.023,0.229,2.4,0.029,1.629,0.0,0.486,0.829,1.743,3.171,2.257,1.314,1.514,4.143,0.057
James Hill,eng ENG,DF,Bournemouth,eng Premier League,22.0,10,6,448,5.0,1,0.3,3,16,0,10,0,1,2,8,1.61,0.2,15,8,9,5,31,0,0.2,0.06,0.6,3.2,0.0,2.0,0.0,0.2,0.4,1.6,3.0,1.6,1.8,1.0,6.2,0.0
Piero Hincapié,ec ECU,DF,Leverkusen,de Bundesliga,22.0,32,28,2670,29.7,2,3.2,16,152,2,37,0,5,17,72,1.18,0.1,52,40,32,40,114,1,0.067,0.108,0.539,5.118,0.067,1.246,0.0,0.168,0.572,2.424,1.751,1.347,1.077,1.347,3.838,0.034
Jack Hinshelwood,eng ENG,"MF,DF",Brighton,eng Premier League,19.0,26,22,1842,20.5,2,1.5,17,68,0,27,8,2,11,54,1.71,0.15,27,19,16,10,37,1,0.098,0.073,0.829,3.317,0.0,1.317,0.39,0.098,0.537,2.634,1.317,0.927,0.78,0.488,1.805,0.049
Ki-Jana Hoever,nl NED,DF,Auxerre,fr Ligue 1,22.0,30,26,2124,23.6,2,2.7,24,79,1,78,0,9,35,128,2.08,0.17,51,38,21,33,70,1,0.085,0.114,1.017,3.347,0.042,3.305,0.0,0.381,1.483,5.424,2.161,1.61,0.89,1.398,2.966,0.042
Emil Holm,se SWE,DF,Bologna,it Serie A,24.0,21,12,1137,12.6,1,0.7,10,49,1,40,0,10,25,43,2.22,0.16,34,21,10,19,51,1,0.079,0.056,0.794,3.889,0.079,3.175,0.0,0.794,1.984,3.413,2.698,1.667,0.794,1.508,4.048,0.079
Gerrit Holtmann,ph PHI,"DF,FW",Bochum,de Bundesliga,29.0,23,12,1136,12.6,1,2.9,20,33,0,91,0,6,20,97,3.4,0.24,24,19,16,18,15,0,0.079,0.23,1.587,2.619,0.0,7.222,0.0,0.476,1.587,7.698,1.905,1.508,1.27,1.429,1.19,0.0
Mathias Honsak,at AUT,"FW,DF",Heidenheim,de Bundesliga,27.0,22,12,1181,13.1,1,1.6,14,29,0,50,13,9,23,58,3.13,0.38,15,8,10,19,31,0,0.076,0.122,1.069,2.214,0.0,3.817,0.992,0.687,1.756,4.427,1.145,0.611,0.763,1.45,2.366,0.0
Dean Huijsen,es ESP,DF,Bournemouth,eng Premier League,19.0,32,26,2427,27.0,2,2.0,15,132,2,12,0,2,5,10,1.59,0.11,36,26,51,40,198,4,0.074,0.074,0.556,4.889,0.074,0.444,0.0,0.074,0.185,0.37,1.333,0.963,1.889,1.481,7.333,0.148
Mats Hummels,de GER,DF,Roma,it Serie A,35.0,14,11,915,10.2,0,0.1,2,26,1,2,0,4,6,1,0.79,0.1,30,15,26,12,43,0,0.0,0.01,0.196,2.549,0.098,0.196,0.0,0.392,0.588,0.098,2.941,1.471,2.549,1.176,4.216,0.0
Jay Idzes,id IDN,DF,Venezia,it Serie A,24.0,35,35,3127,34.7,0,0.7,8,84,1,6,0,1,7,15,0.69,0.0,45,29,32,52,156,0,0.0,0.02,0.231,2.421,0.029,0.173,0.0,0.029,0.202,0.432,1.297,0.836,0.922,1.499,4.496,0.0
Iglesias,es ESP,DF,Getafe,es La Liga,26.0,37,32,2888,32.1,1,2.2,20,84,0,84,0,13,32,67,1.84,0.16,81,47,50,47,133,1,0.031,0.069,0.623,2.617,0.0,2.617,0.0,0.405,0.997,2.087,2.523,1.464,1.558,1.464,4.143,0.031
Igor,br BRA,DF,Brighton,eng Premier League,26.0,13,10,961,10.7,0,0.2,2,49,3,4,0,5,6,1,1.31,0.0,5,5,4,24,39,1,0.0,0.019,0.187,4.579,0.28,0.374,0.0,0.467,0.561,0.093,0.467,0.467,0.374,2.243,3.645,0.093
Ismaily,br BRA,DF,Lille,fr Ligue 1,34.0,16,10,904,10.0,1,1.0,5,54,1,16,4,8,19,51,2.39,0.1,33,17,13,15,49,0,0.1,0.1,0.5,5.4,0.1,1.6,0.4,0.8,1.9,5.1,3.3,1.7,1.3,1.5,4.9,0.0
Ardian Ismajli,al ALB,DF,Empoli,it Serie A,27.0,29,29,2508,27.9,0,0.0,2,38,0,0,0,0,0,1,0.29,0.04,30,23,56,35,249,3,0.0,0.0,0.072,1.362,0.0,0.0,0.0,0.0,0.0,0.036,1.075,0.824,2.007,1.254,8.925,0.108
Ko Itakura,jp JPN,DF,Gladbach,de Bundesliga,27.0,31,31,2790,31.0,0,0.8,7,69,1,9,0,12,23,5,0.81,0.03,40,29,28,41,171,0,0.0,0.026,0.226,2.226,0.032,0.29,0.0,0.387,0.742,0.161,1.29,0.935,0.903,1.323,5.516,0.0
Marko Ivezić,rs SRB,DF,Holstein Kiel,de Bundesliga,22.0,23,18,1657,18.4,0,0.2,4,40,1,1,0,4,7,9,0.65,0.05,29,19,27,25,103,2,0.0,0.011,0.217,2.174,0.054,0.054,0.0,0.217,0.38,0.489,1.576,1.033,1.467,1.359,5.598,0.109
Armando Izzo,it ITA,DF,Monza,it Serie A,32.0,30,28,2435,27.1,1,0.8,11,72,2,8,0,6,9,12,0.74,0.07,40,15,45,38,101,0,0.037,0.03,0.406,2.657,0.074,0.295,0.0,0.221,0.332,0.443,1.476,0.554,1.661,1.402,3.727,0.0
Jérémy Jacquet,fr FRA,DF,Rennes,fr Ligue 1,19.0,11,11,927,10.3,1,0.8,4,40,1,3,0,5,8,4,0.87,0.1,26,17,27,9,45,1,0.097,0.078,0.388,3.883,0.097,0.291,0.0,0.485,0.777,0.388,2.524,1.65,2.621,0.874,4.369,0.097
Reece James,eng ENG,"DF,MF",Chelsea,eng Premier League,24.0,19,12,1063,11.8,1,0.7,11,64,4,43,19,7,17,12,1.52,0.25,10,9,13,14,23,4,0.085,0.059,0.932,5.424,0.339,3.644,1.61,0.593,1.441,1.017,0.847,0.763,1.102,1.186,1.949,0.339
Gaby Jean,fr FRA,DF,Lecce,it Serie A,24.0,19,16,1388,15.4,0,0.1,1,42,0,1,0,2,3,3,0.26,0.0,14,7,9,13,71,1,0.0,0.006,0.065,2.727,0.0,0.065,0.0,0.13,0.195,0.195,0.909,0.455,0.584,0.844,4.61,0.065
Finn Jeltsch,de GER,DF,Stuttgart,de Bundesliga,18.0,12,9,780,8.7,0,0.1,2,31,3,3,0,2,3,5,0.23,0.0,18,13,13,12,27,2,0.0,0.011,0.23,3.563,0.345,0.345,0.0,0.23,0.345,0.575,2.069,1.494,1.494,1.379,3.103,0.23
Moritz Jenz,de GER,DF,Mainz 05,de Bundesliga,25.0,19,18,1600,17.8,0,0.3,3,47,0,0,0,2,5,3,0.62,0.11,36,20,30,23,128,2,0.0,0.017,0.169,2.64,0.0,0.0,0.0,0.112,0.281,0.169,2.022,1.124,1.685,1.292,7.191,0.112
Juan Jesus,br BRA,DF,Napoli,it Serie A,33.0,15,12,1074,11.9,1,0.0,1,50,1,0,0,0,0,2,0.75,0.08,25,14,9,15,42,0,0.084,0.0,0.084,4.202,0.084,0.0,0.0,0.0,0.0,0.168,2.101,1.176,0.756,1.261,3.529,0.0
Alejandro Jiménez,es ESP,"DF,FW",Milan,it Serie A,19.0,22,14,1266,14.1,1,1.3,12,37,3,37,0,26,47,72,2.42,0.28,24,13,15,24,23,0,0.071,0.092,0.851,2.624,0.213,2.624,0.0,1.844,3.333,5.106,1.702,0.922,1.064,1.702,1.631,0.0
Carl Johansson,se SWE,DF,Holstein Kiel,de Bundesliga,30.0,10,7,568,6.3,0,0.4,6,12,0,0,0,0,0,0,1.27,0.0,4,2,10,12,54,1,0.0,0.063,0.952,1.905,0.0,0.0,0.0,0.0,0.0,0.0,0.635,0.317,1.587,1.905,8.571,0.159
Ben Johnson,eng ENG,"DF,FW",Ipswich Town,eng Premier League,24.0,23,14,1354,15.0,2,1.3,12,27,2,37,13,8,24,33,1.6,0.33,38,22,13,22,54,1,0.133,0.087,0.8,1.8,0.133,2.467,0.867,0.533,1.6,2.2,2.533,1.467,0.867,1.467,3.6,0.067
Paul Joly,fr FRA,DF,Auxerre,fr Ligue 1,24.0,26,10,1009,11.2,1,1.3,16,51,2,55,0,6,27,61,2.85,0.27,49,32,25,19,32,5,0.089,0.116,1.429,4.554,0.179,4.911,0.0,0.536,2.411,5.446,4.375,2.857,2.232,1.696,2.857,0.446
Curtis Jones,eng ENG,"MF,DF",Liverpool,eng Premier League,23.0,33,19,1712,19.0,3,1.1,22,117,2,8,1,12,22,79,2.74,0.42,39,22,7,22,10,3,0.158,0.058,1.158,6.158,0.105,0.421,0.053,0.632,1.158,4.158,2.053,1.158,0.368,1.158,0.526,0.158
Juanpe,es ESP,DF,Girona,es La Liga,33.0,12,8,727,8.1,0,0.2,3,26,0,1,0,0,0,0,0.37,0.0,8,5,8,15,56,1,0.0,0.025,0.37,3.21,0.0,0.123,0.0,0.0,0.0,0.0,0.988,0.617,0.988,1.852,6.914,0.123
Jubal,br BRA,DF,Auxerre,fr Ligue 1,30.0,30,30,2640,29.3,0,0.9,6,33,0,0,0,3,4,3,0.51,0.03,60,39,25,61,201,1,0.0,0.031,0.205,1.126,0.0,0.0,0.0,0.102,0.137,0.102,2.048,1.331,0.853,2.082,6.86,0.034
